name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class,resource_allocation,jaccard_coefficient,preferential_attachment,community,sorensen_neighbours
G16,misc,http://nrvis.com/./download/data/misc/G16.zip,800,4672,0.014618272841051312,5,11.68,123,-0.05931085911627604,15957,3,19.94625,373,0.34753399379415306,0.15423202946037634,1.0,0.0,0.973458904109589,0.9424229452054793,0.712970890410959,0.6018835616438356,0.9437071917808219
G17,misc,http://nrvis.com/./download/data/misc/G17.zip,800,4667,0.014602628285356696,5,11.6675,143,-0.061118443380966975,16155,4,20.19375,477,0.34963073747301743,0.15339112600765295,1.0,0.0,0.9742875508892221,0.9346475251767732,0.7148060852796229,0.6042425541032784,0.9365759588600814
G18,misc,http://nrvis.com/./download/data/misc/G18.zip,800,4694,0.014687108886107634,5,11.735,132,-0.06200945300700308,15906,4,19.8825,384,0.3416257784340605,0.15350911056207536,1.0,0.0,0.9671921602045164,0.9456753302087773,0.7008947592671496,0.5950149126544525,0.9473796335747764
G19,misc,http://nrvis.com/./download/data/misc/G19.zip,800,4661,0.014583854818523152,4,11.6525,153,-0.06656930737650207,15924,3,19.905,506,0.3482645827120493,0.1469668023368497,1.0,0.0,0.971894443252521,0.9356361295859257,0.6998498176357005,0.5940785239219052,0.9328470285346492
G20,misc,http://nrvis.com/./download/data/misc/G20.zip,800,4672,0.014618272841051312,5,11.68,123,-0.05931085911627604,15957,3,19.94625,373,0.34753399379415306,0.15423202946037634,1.0,0.0,0.9704623287671232,0.9494863013698629,0.6898544520547945,0.5993150684931507,0.9467037671232876
G21,misc,http://nrvis.com/./download/data/misc/G21.zip,800,4667,0.014602628285356696,5,11.6675,143,-0.061118443380966975,16155,4,20.19375,477,0.34963073747301743,0.15339112600765295,1.0,0.0,0.9717163059781444,0.9335761731304908,0.6993786158131562,0.60231412041997,0.9494321834154703
G43,misc,http://nrvis.com/./download/data/misc/G43.zip,1000,9990,0.02,7,19.98,36,0.008335916618709511,4176,0,4.176,16,0.02086567555613521,0.02094324861080463,1.0,4.0,0.5075075075075075,0.5106106106106106,0.4966966966966967,0.502902902902903,0.5123123123123122
G44,misc,http://nrvis.com/./download/data/misc/G44.zip,1000,9990,0.02,7,19.98,37,0.0025085748379836013,4050,0,4.05,18,0.02010029104376512,0.020288243338693442,1.0,3.0,0.5007007007007007,0.49629629629629635,0.4917917917917918,0.5051051051051051,0.4982982982982983
G45,misc,http://nrvis.com/./download/data/misc/G45.zip,1000,9990,0.02,6,19.98,35,0.0075735103838343205,4017,0,4.017,16,0.02004693329664044,0.020183394045974124,1.0,0.0,0.5087087087087088,0.4976976976976977,0.49779779779779776,0.5001001001001001,0.5035035035035035
G46,misc,http://nrvis.com/./download/data/misc/G46.zip,1000,9990,0.02,8,19.98,35,0.007328896886051111,3882,0,3.882,16,0.019569159104676558,0.01954180950511198,1.0,3.0,0.49459459459459465,0.4966966966966967,0.48778778778778775,0.49909909909909905,0.49799799799799793
G47,misc,http://nrvis.com/./download/data/misc/G47.zip,1000,9990,0.02,8,19.98,34,-0.0036186828315782453,3855,0,3.855,17,0.01924289466056205,0.01935027256025941,1.0,3.0,0.4946946946946946,0.4874874874874875,0.4856856856856857,0.4991991991991992,0.4875875875875876
G51,misc,http://nrvis.com/./download/data/misc/G51.zip,1000,5909,0.01182982982982983,5,11.818,156,-0.06810889380254383,20658,6,20.658,481,0.3508781891531464,0.14004379334422518,1.0,0.0,0.9756303943137588,0.9468607209341682,0.7043492976815028,0.5902860044000677,0.9497376882721273
G52,misc,http://nrvis.com/./download/data/misc/G52.zip,1000,5916,0.011843843843843843,5,11.832,171,-0.06538524021785479,20151,6,20.151,527,0.34615461531989405,0.14295240595049766,1.0,0.0,0.9775185936443542,0.9482758620689655,0.674104124408384,0.5890804597701149,0.9467545638945234
G53,misc,http://nrvis.com/./download/data/misc/G53.zip,1000,5914,0.011839839839839841,5,11.828,136,-0.06299838180448827,20322,6,20.322,413,0.3487992964862928,0.1439571571259572,1.0,0.0,0.9731146432194792,0.9435238417314845,0.7086574230639162,0.5926614812309774,0.9507947243828205
G54,misc,http://nrvis.com/./download/data/misc/G54.zip,1000,5916,0.011843843843843843,5,11.832,136,-0.05768400715729442,20463,6,20.463,421,0.34786615015064154,0.1453327746251802,1.0,0.0,0.9687288708586883,0.9448951994590938,0.6888100067613252,0.595841784989858,0.9475997295469911
GD01-c,misc,http://nrvis.com/./download/data/misc/GD01_c.zip,33,135,0.2556818181818182,1,8.181818181818182,19,0.0833645927613484,756,0,22.90909090909091,75,0.5077750222487065,0.5744680851063829,1.0,0.0,0.9555555555555557,0.8296296296296295,0.6888888888888889,0.6592592592592593,0.9481481481481482
GD02-a,misc,http://nrvis.com/./download/data/misc/GD02_a.zip,23,59,0.233201581027668,1,5.130434782608695,19,-0.4896302975653739,150,0,6.521739130434782,26,0.6303167338636446,0.33407572383073497,1.0,2.0,0.6101694915254237,0.2711864406779661,0.7796610169491525,0.4406779661016949,0.3898305084745763
GD02-b,misc,http://nrvis.com/./download/data/misc/GD02_b.zip,80,232,0.07341772151898733,3,5.8,7,-0.0054558254135869295,543,3,6.7875,9,0.4958333333333333,0.4697231833910034,1.0,4.0,0.8836206896551724,0.8663793103448275,0.3275862068965517,0.8017241379310345,0.9224137931034484
GD95-c,misc,http://nrvis.com/./download/data/misc/GD95_c.zip,62,144,0.07615018508725542,2,4.645161290322581,15,-0.02095890632322281,264,0,4.258064516129032,16,0.5303704360155972,0.3656509695290859,1.0,1.0,0.7777777777777778,0.8472222222222222,0.4791666666666667,0.8194444444444444,0.8472222222222222
GD97-b,misc,http://nrvis.com/./download/data/misc/GD97_b.zip,46,132,0.12753623188405794,3,5.739130434782608,25,-0.2790900859398577,309,1,6.717391304347826,42,0.5648763030092955,0.2890551917680075,1.0,1.0,0.6742424242424242,0.6893939393939394,0.553030303030303,0.6212121212121212,0.6515151515151516
GL6-D-10,misc,http://nrvis.com/./download/data/misc/GL6_D_10.zip,340,2042,0.035432934235641166,2,12.011764705882351,41,-0.14600054788448436,1863,0,5.479411764705882,43,0.06245729965638658,0.057031776158697124,1.0,2.0,0.5804230201672406,0.5459911460895228,0.7329070339399901,0.4987702902115101,0.5233644859813084
GL6-D-6,misc,http://nrvis.com/./download/data/misc/GL6_D_6.zip,465,2503,0.02320170559881349,1,10.765591397849462,46,-0.20994337053981832,1437,0,3.0903225806451613,56,0.04081378845011297,0.039186277985329004,1.0,2.0,0.5541733547351525,0.5377207062600321,0.738362760834671,0.5377207062600321,0.5738362760834671
GL6-D-7,misc,http://nrvis.com/./download/data/misc/GL6_D_7.zip,636,5336,0.02642499876194721,1,16.779874213836482,41,0.07866261236743706,3666,0,5.764150943396228,31,0.032804749172738686,0.03665193657395373,1.0,2.0,0.5438662408416307,0.539921097125681,0.6214540672553072,0.5220740184106707,0.54630847266579
GL6-D-8,misc,http://nrvis.com/./download/data/misc/GL6_D_8.zip,633,6085,0.030420741096246526,1,19.225908372827803,34,0.05400984369340643,4701,0,7.4265402843601915,31,0.038341662767264896,0.038152512660693416,1.0,2.0,0.5423812664907652,0.5262203166226913,0.5854221635883905,0.5488126649076517,0.5346306068601583
GL6-D-9,misc,http://nrvis.com/./download/data/misc/GL6_D_9.zip,543,4311,0.02929603881674176,1,15.878453038674033,37,-0.03916155975843782,3645,0,6.712707182320442,37,0.048819993432385064,0.046138656472702884,1.0,2.0,0.5717954704646276,0.5556852673359794,0.6301657716553818,0.5372402521597011,0.5563857109502685
GlossGT,misc,http://nrvis.com/./download/data/misc/GlossGT.zip,67,118,0.05336951605608322,1,3.5223880597014925,18,-0.15823115198365115,117,0,1.7462686567164178,18,0.2462779684465374,0.18396226415094336,0.8955223880597015,0.0,0.6949152542372882,0.6016949152542372,0.4491525423728813,0.5084745762711864,0.6525423728813559
Hamrle1,misc,http://nrvis.com/./download/data/misc/Hamrle1.zip,32,95,0.19153225806451613,4,5.9375,8,-0.14431785905892186,54,0,1.6875,6,0.1450892857142857,0.12162162162162166,1.0,4.0,0.4222222222222223,0.4888888888888889,0.3444444444444445,0.5,0.5888888888888889
Harvard500,misc,http://nrvis.com/./download/data/misc/Harvard500.zip,500,2116,0.01696192384769539,1,8.464,200,-0.21168811363982426,16038,0,32.076,561,0.42087969619392296,0.2820860082666432,1.0,0.0,0.8560939794419968,0.7865883504650024,0.8365149290259422,0.8497307880567793,0.8061674008810572
IG5-9,misc,http://nrvis.com/./download/data/misc/IG5-9.zip,538,4570,0.031636587679037466,2,16.988847583643118,71,-0.003748614196024504,2181,0,4.0539033457249065,67,0.022163123100708355,0.01941514220857257,1.0,2.0,0.4724288840262582,0.463019693654267,0.7347921225382932,0.6096280087527353,0.46958424507658647
Journals,misc,http://nrvis.com/./download/data/misc/Journals.zip,124,6096,0.7993705743509048,20,98.32258064516131,125,-0.2120836159754716,509934,149,4112.370967741936,5849,0.8744643539416654,0.8480384493855083,1.0,2.0,0.8904889484259878,0.801908908238446,0.9075686537173475,0.4765572672471533,0.7965505693235096
Maragal-1,misc,http://nrvis.com/./download/data/misc/Maragal_1.zip,32,216,0.4354838709677419,2,13.5,27,-0.3602900281627426,2199,0,68.71875,157,0.7503966234536465,0.6471453796350795,1.0,2.0,0.7922705314009661,0.7101449275362319,0.9082125603864736,0.4879227053140097,0.7536231884057971
Maragal-2,misc,http://nrvis.com/./download/data/misc/Maragal_2.zip,549,4316,0.0286918484836398,1,15.723132969034607,139,-0.21954360556031424,19212,0,34.994535519125684,853,0.14834799174796495,0.1109244279701384,1.0,2.0,0.7069325295617899,0.645954092279156,0.8636679805239972,0.6693716670530954,0.6582425226060746
QRpivot,misc,http://nrvis.com/./download/data/misc/QRpivot.zip,749,3803,0.013576033642003956,1,10.15487316421896,23,0.06694353169162509,1215,0,1.6221628838451267,25,0.022765239889876485,0.028498381573392125,1.0,3.0,0.5518967334035827,0.53609062170706,0.6177555321390938,0.7112750263435195,0.5374077976817703
Ragusa16,misc,http://nrvis.com/./download/data/misc/Ragusa16.zip,24,68,0.2463768115942029,1,5.666666666666668,16,-0.2916533885306693,135,0,5.625,26,0.3427412864912865,0.34704370179948585,1.0,2.0,0.4827586206896552,0.4310344827586208,0.6724137931034483,0.37931034482758624,0.4137931034482759
Ragusa18,misc,http://nrvis.com/./download/data/misc/Ragusa18.zip,23,54,0.2134387351778656,1,4.695652173913044,14,-0.25853416212360464,93,0,4.043478260869565,14,0.4077639751552794,0.33214285714285713,1.0,0.0,0.8235294117647061,0.607843137254902,0.6862745098039216,0.7254901960784315,0.5294117647058824
Sandi-authors,misc,http://nrvis.com/./download/data/misc/Sandi_authors.zip,86,124,0.03392612859097127,1,2.8837209302325584,12,-0.2558007203607853,126,0,1.4651162790697674,7,0.4148788549951339,0.27213822894168466,1.0,4.0,0.7258064516129032,0.7580645161290323,0.5161290322580645,0.6612903225806451,0.7661290322580645
Si2,misc,http://nrvis.com/./download/data/misc/Si2.zip,769,9285,0.0314430266579974,13,24.148244473342004,62,0.6987014864934114,78612,19,102.22626788036408,903,0.30550301226058485,0.3716949729545713,1.0,1.0,0.9931892907468295,0.994246124941287,0.5527242837012682,0.7337952090183184,0.9937764208548614
SmallW,misc,http://nrvis.com/./download/data/misc/SmallW.zip,233,994,0.036776676039662566,1,8.532188841201716,147,-0.30271787066697603,4911,0,21.07725321888412,449,0.5563740017636515,0.1600143364504252,1.0,2.0,0.8480885311871226,0.618712273641851,0.8611670020120724,0.6901408450704225,0.6006036217303823
TF10,misc,http://nrvis.com/./download/data/misc/TF10.zip,107,579,0.10209839534473636,2,10.822429906542055,19,0.3360212996905003,1122,1,10.485981308411217,37,0.21284660640582045,0.1910762942779292,1.0,1.0,0.7262969588550985,0.7316636851520573,0.5348837209302326,0.6726296958855098,0.7227191413237926
TF11,misc,http://nrvis.com/./download/data/misc/TF11.zip,236,1558,0.05618463757663181,2,13.203389830508476,23,0.2466127862686412,2220,0,9.40677966101695,32,0.12265286577440207,0.1094242902208202,1.0,4.0,0.6642717178314828,0.6727629000653168,0.5075114304376225,0.6727629000653168,0.6995427824951013
TF12,misc,http://nrvis.com/./download/data/misc/TF12.zip,552,4151,0.027295562744943318,2,15.039855072463768,35,0.1907499480966717,3429,0,6.211956521739131,36,0.05888341268722187,0.054002551301636295,1.0,3.0,0.6000969461948618,0.6017935046049443,0.5513814832767814,0.6677169171110033,0.5877363063499758
Tina-AskCal,misc,http://nrvis.com/./download/data/misc/Tina_AskCal.zip,11,25,0.4545454545454545,3,4.545454545454546,7,-0.08771929824561515,54,2,4.909090909090909,10,0.5987012987012987,0.54,1.0,3.0,0.24,0.4,0.2,0.44,0.36
Tina-AskCog,misc,http://nrvis.com/./download/data/misc/Tina_AskCog.zip,11,27,0.4909090909090909,3,4.909090909090909,8,-0.2943143812709021,69,2,6.2727272727272725,12,0.6740259740259741,0.5609756097560976,1.0,0.0,0.6666666666666666,0.6296296296296295,0.25925925925925924,0.5925925925925926,0.5925925925925926
Tina-DisCal,misc,http://nrvis.com/./download/data/misc/Tina_DisCal.zip,11,32,0.5818181818181818,4,5.8181818181818175,8,-0.08,105,3,9.545454545454543,17,0.6517316017316017,0.625,1.0,0.0,0.6875,0.53125,0.625,0.34375,0.625
Tina-DisCog,misc,http://nrvis.com/./download/data/misc/Tina_DisCog.zip,11,36,0.6545454545454545,4,6.545454545454546,9,-0.1282714054927317,153,5,13.909090909090908,22,0.7406204906204906,0.7116279069767442,1.0,2.0,0.3888888888888889,0.6388888888888888,0.6944444444444445,0.5555555555555556,0.4166666666666667
Trec10,misc,http://nrvis.com/./download/data/misc/Trec10.zip,478,8583,0.07528749243440963,1,35.91213389121339,178,-0.5652225565055249,94059,0,196.7761506276151,2526,0.20939231246588474,0.144597594421419,1.0,2.0,0.6726232188740948,0.5017519271198319,0.8952347582340574,0.5718290119131043,0.5073580939032937
Trec5,misc,http://nrvis.com/./download/data/misc/Trec5.zip,7,12,0.5714285714285714,1,3.4285714285714284,8,-0.6909803921568638,12,0,1.7142857142857142,4,0.6666666666666666,0.4137931034482759,1.0,2.0,0.4,0.2,0.8999999999999999,0.5,0.2
Trec6,misc,http://nrvis.com/./download/data/misc/Trec6.zip,15,39,0.3714285714285713,1,5.2,13,-0.5455056179775292,87,0,5.8,19,0.532977392977393,0.4065420560747664,1.0,2.0,0.5277777777777778,0.47222222222222227,0.8333333333333333,0.36111111111111105,0.6111111111111112
Trec7,misc,http://nrvis.com/./download/data/misc/Trec7.zip,36,146,0.23174603174603176,1,8.11111111111111,28,-0.6000152406231387,543,0,15.083333333333336,73,0.5359777095621796,0.30660643704121965,1.0,2.0,0.6595744680851064,0.3475177304964539,0.7021276595744681,0.4822695035460993,0.3687943262411348
Trec8,misc,http://nrvis.com/./download/data/misc/Trec8.zip,84,542,0.15547905909351692,1,12.904761904761903,50,-0.5819986831134901,3417,0,40.67857142857143,233,0.4430925280132735,0.2764563106796116,1.0,2.0,0.7035647279549719,0.47842401500938087,0.9043151969981238,0.47091932457786123,0.45966228893058164
Trec9,misc,http://nrvis.com/./download/data/misc/Trec9.zip,201,2137,0.10631840796019901,1,21.2636815920398,94,-0.6100457450881736,17961,0,89.35820895522389,978,0.29203609875007963,0.1971916033551447,1.0,2.0,0.6945882352941175,0.4545882352941176,0.8988235294117647,0.5077647058823529,0.4296470588235294
Trefethen-150,misc,http://nrvis.com/./download/data/misc/Trefethen_150.zip,150,1095,0.09798657718120804,10,14.6,16,0.4600883362608858,2388,7,15.92,19,0.21681229881229905,0.2160303962366564,1.0,4.0,0.8328042328042328,0.8031746031746031,0.3248677248677249,0.68994708994709,0.8666666666666667
Trefethen-20,misc,http://nrvis.com/./download/data/misc/Trefethen_20.zip,20,89,0.46842105263157896,7,8.9,10,0.20387596899226348,150,4,7.5,10,0.3638095238095239,0.3623188405797101,1.0,1.0,0.5507246376811594,0.6956521739130435,0.30434782608695654,0.4492753623188405,0.6666666666666666
Trefethen-200,misc,http://nrvis.com/./download/data/misc/Trefethen_200.zip,200,1545,0.07763819095477388,10,15.45,17,0.4947191893241991,3438,7,17.19,20,0.20468048618048595,0.2034319526627219,1.0,1.0,0.8594795539033457,0.8951672862453532,0.32416356877323416,0.7092936802973978,0.8936802973977696
Trefethen-200b,misc,http://nrvis.com/./download/data/misc/Trefethen_200b.zip,199,1536,0.07796558550327394,10,15.437185929648239,17,0.4968039115938364,3417,7,17.170854271356784,20,0.204843899818774,0.20362314522376496,1.0,1.0,0.8414360508601347,0.9087509349289455,0.28646222887060585,0.7135377711293942,0.8908002991772626
Trefethen-20b,misc,http://nrvis.com/./download/data/misc/Trefethen_20b.zip,19,83,0.4853801169590643,7,8.736842105263158,10,0.1898594654174932,138,4,7.263157894736843,10,0.3711779448621555,0.3689839572192513,1.0,4.0,0.546875,0.578125,0.375,0.5625,0.71875
Trefethen-300,misc,http://nrvis.com/./download/data/misc/Trefethen_300.zip,300,2489,0.05549609810479377,11,16.593333333333334,18,0.523425968704677,5670,8,18.9,22,0.18992570392570346,0.1893155258764608,1.0,4.0,0.8967565098218365,0.8953860210141616,0.31429876656007305,0.7035175879396985,0.9090909090909092
Trefethen-500,misc,http://nrvis.com/./download/data/misc/Trefethen_500.zip,500,4489,0.03598396793587175,11,17.956,19,0.6421148508057855,10470,8,20.94,23,0.17538278714749295,0.17408799175285158,1.0,4.0,0.9237904236650791,0.9358235146653296,0.33617447981950366,0.726748558535974,0.9395838556029081
Trefethen-700,misc,http://nrvis.com/./download/data/misc/Trefethen_700.zip,700,6677,0.02729204986715716,12,19.077142857142857,20,0.5787271311794495,15834,9,22.62,25,0.16448677186492447,0.16389268413861632,1.0,4.0,0.9347498745189893,0.9422787351514137,0.31604483854776644,0.7567341475656684,0.9477998996151916
USAir97,misc,http://nrvis.com/./download/data/misc/USAir97.zip,332,2126,0.0386925344884068,1,12.807228915662654,139,-0.2078762308120044,36543,0,110.06927710843374,1413,0.625217249162503,0.3963921942964996,1.0,0.0,0.9539040451552211,0.900752587017874,0.8791157102539982,0.6952022577610537,0.888052681091251
adjnoun,misc,http://nrvis.com/./download/data/misc/adjnoun.zip,112,425,0.06837194337194337,1,7.5892857142857135,49,-0.12934785343900138,852,0,7.607142857142858,137,0.17284007981036792,0.15693497881746174,1.0,2.0,0.6588235294117648,0.6164705882352941,0.7647058823529413,0.4729411764705883,0.6070588235294118
adjnoun-adjacency,misc,http://nrvis.com/./download/data/misc/adjnoun_adjacency.zip,112,425,0.06837194337194337,1,7.5892857142857135,49,-0.12934785343900138,852,0,7.607142857142858,137,0.17284007981036792,0.15693497881746174,1.0,2.0,0.6399999999999999,0.6541176470588235,0.7341176470588235,0.5176470588235293,0.6752941176470588
